,종목명,회계년,총자산(천원),*매출원가율(%),당기순이익(천원),영업이익률(%),매출총이익률(%),ROE(당기순이익)(%),당기순이익률(%),매출액(천원),총자산순이익률(%)
896,계양전기,2015,211584625.0,80.24,9581186.0,2.42,19.76,6.11,3.26,293584375.0,138.75506077060183
897,계양전기,2016,243982899.0,79.04,16456525.0,4.21,20.96,9.74,5.00,328920213.0,134.81281448336262
898,계양전기,2017,253948487.0,79.54,7746601.0,3.28,20.46,4.34,2.28,339922486.0,133.85489711541382
899,계양전기,2018,273358875.0,80.97,7700773.0,2.36,19.03,4.25,2.11,365071318.0,133.55019770256226
900,고려산업,2010,119380626.0,86.24,6272007.0,3.71,13.76,N/A(IFRS),4.01,156536954.0,131.1242529420142
901,고려산업,2011,124894379.0,87.55,4366811.0,3.83,12.45,8.09,2.47,176877638.0,141.6217762690505
902,고려산업,2012,148319703.0,87.49,7767098.0,3.49,12.51,13.15,4.06,191116449.0,128.85439030308737
903,고려산업,2013,148377505.0,88.34,4744577.0,2.49,11.66,7.38,2.34,202395094.0,136.40551106449726
904,고려산업,2014,156033056.0,84.79,9047449.0,5.77,15.21,12.68,4.89,185090600.0,118.62268467009964
905,고려산업,2015,159959339.0,84.05,5400031.0,3.65,15.95,6.95,2.91,185420059.0,115.91699500583708
906,고려산업,2016,167843756.0,79.52,6852573.0,3.88,20.48,8.34,3.98,172279708.0,102.64290558416722
907,고려산업,2017,183124063.0,80.86,5070273.0,3.41,19.14,5.84,2.91,174524412.0,95.30392081787744
908,고려산업,2018,213622767.0,80.98,3713061.0,3.67,19.02,4.10,2.34,158429984.0,74.16343595998829
909,고려아연,2010,3974021561.0,80.13,554542043.0,16.88,19.87,N/A(IFRS),14.45,3838012478.0,96.57754541810348
910,고려아연,2011,4606179546.0,80.23,713725941.0,17.34,19.77,22.58,12.85,5556409360.0,120.62945667902108
911,고려아연,2012,4940542141.0,83.67,568030947.0,13.78,16.33,15.15,10.33,5497530087.0,111.273822388392
912,고려아연,2013,5120964733.0,84.72,452757832.0,12.43,15.28,10.89,9.40,4817733929.0,94.07863908833524
913,고려아연,2014,5642418565.0,83.27,504874328.0,13.82,16.73,11.08,10.22,4938531768.0,87.52508717863968
914,고려아연,2015,5907933007.0,82.35,513990324.0,14.09,17.65,10.28,10.77,4771442958.0,80.76332200020832
915,고려아연,2016,6482637892.0,83.88,594584342.0,13.08,16.12,10.93,10.17,5847513112.0,90.20267998026257
916,고려아연,2017,7038142273.0,83.8,634031143.0,13.56,16.2,10.78,9.61,6596671357.0,93.72745109609978
917,고려아연,2018,7225894144.0,86.87,534814939.0,11.11,13.13,8.57,7.77,6883323140.0,95.25911953353963
918,고려제강,2010,1659006453.0,80.15,108993832.0,8.94,19.85,N/A(IFRS),10.55,1033055053.0,62.26950179319164
919,고려제강,2011,1823262406.0,80.71,107293364.0,8.99,19.29,8.84,9.50,1128950645.0,61.919263035580855
920,고려제강,2012,1813977723.0,84.04,43849714.0,4.58,15.96,3.47,3.92,1118626320.0,61.66703735203478
921,고려제강,2013,1823962847.0,83.69,36741588.0,4.49,16.31,2.90,3.40,1080621027.0,59.2457806241708
922,고려제강,2014,2522989254.0,83.92,290528483.0,3.01,16.08,21.17,21.66,1341239003.0,53.160710093139386
923,고려제강,2015,2425786817.0,84.18,18346364.0,3.01,15.82,1.25,1.25,1473202477.0,60.730912818708745
924,고려제강,2016,2453092338.0,83.69,40289727.0,2.61,16.31,2.74,2.84,1417444526.0,57.7819474645475
925,고려제강,2017,2400558034.0,84.47,22450877.0,2.50,15.53,1.53,1.45,1550456863.0,64.58735181738164
926,고려제강,2018,2387466225.0,87.31,1876027.0,2.41,12.69,0.13,0.12,1577235683.0,66.06316212913127
927,광동제약,2010,303360052.0,55.56,27043604.0,13.50,44.44,N/A(IFRS),9.34,289691274.0,95.49420633669986
928,광동제약,2011,321682097.0,56.46,29893847.0,12.87,43.54,12.54,9.52,313986323.0,97.60764616005348
929,광동제약,2012,389433837.0,59.23,27761563.0,10.92,40.77,10.74,8.35,332641298.0,85.41663984888915
930,광동제약,2013,425675174.0,63.61,21998584.0,9.48,36.39,7.88,4.70,468384620.0,110.03334199612027
931,광동제약,2014,442528217.0,62.85,35063257.0,9.66,37.15,11.59,6.71,522274345.0,118.02057471964551
932,광동제약,2015,663786481.0,75.65,36083163.0,5.32,24.35,10.43,3.78,955453632.0,143.93990527806486
933,광동제약,2016,679780115.0,76.55,27899595.0,4.20,23.45,7.18,2.64,1056428809.0,155.4074303865155
934,광동제약,2017,722699738.0,78.35,23083088.0,3.13,21.65,5.66,2.02,1141565921.0,157.9585353329684
935,광동제약,2018,732056804.0,79.53,21974420.0,2.88,20.47,5.19,1.86,1180219947.0,161.21972237006898
936,광명전기,2010,115957584.0,86.85,254176.0,3.30,13.15,N/A(IFRS),0.25,103512739.0,89.26776104614252
937,광명전기,2011,123886511.0,87.79,-1825104.0,0.57,12.21,-2.97,-1.98,92382628.0,74.57036868202705
938,광명전기,2012,131064345.0,87.52,407617.0,3.57,12.48,0.65,0.35,117216514.0,89.43432632269287
939,광명전기,2013,120910764.0,83.77,6473480.0,9.15,16.23,9.75,5.49,117852824.0,97.47091168822654
940,광명전기,2014,138580023.0,85.16,9107331.0,9.25,14.84,12.26,6.76,134778387.0,97.25672148286482
941,광명전기,2015,131457603.0,89.83,8891002.0,4.07,10.17,10.68,9.54,93180561.0,70.88259550875881
942,광명전기,2016,146859319.0,90.5,11593891.0,3.73,9.5,12.47,11.96,96942911.0,66.01073167171639
943,광명전기,2017,152717140.0,91.03,-2043260.0,2.16,8.97,-2.10,-2.01,101561159.0,66.5027900601072
944,광명전기,2018,151823119.0,90.74,2718092.0,2.53,9.26,2.78,2.41,112564854.0,74.1421034829353
945,광전자,2010,452854154.0,84.74,7202595.0,7.72,15.26,N/A(IFRS),2.13,338158150.0,74.67263952711804
946,광전자,2011,350230397.0,90.63,-44009069.0,-0.29,9.37,-17.35,-11.29,389845571.0,111.31117525472811
947,광전자,2012,282485538.0,93.14,-13430211.0,-1.86,6.86,-6.15,-4.22,318555624.0,112.76882570887577
948,광전자,2013,269369303.0,92.25,-4789880.0,-2.35,7.75,-2.29,-1.56,307661696.0,114.21557414803125
949,광전자,2014,278247542.0,97.91,-10661940.0,-4.20,2.09,-4.95,-4.53,235622682.0,84.68095721758434
950,광전자,2015,240272144.0,94.57,-5148022.0,-5.58,5.43,-2.42,-2.50,206228996.0,85.83142122376034
951,광전자,2016,242283949.0,90.1,2022186.0,-0.85,9.9,0.99,1.18,170928368.0,70.54877911041478
952,광전자,2017,238229947.0,84.39,2924404.0,4.67,15.61,1.43,1.65,177386000.0,74.4599922191982
953,광전자,2018,262117704.0,86.7,6337707.0,1.43,13.3,2.94,3.58,176929800.0,67.50013345149705
954,광주신세계,2010,327433751.0,37.48,44346558.0,24.87,62.52,N/A(IFRS),21.34,207799414.0,63.463040497618096
955,광주신세계,2011,380753715.0,36.75,52281979.0,26.61,63.25,18.32,23.81,219613514.0,57.67862672068741
956,광주신세계,2012,430662968.0,36.01,53769536.0,27.21,63.99,16.01,25.15,213803173.0,49.6451259770262
957,광주신세계,2013,656355808.0,35.34,48569715.0,27.10,64.66,12.61,23.51,206606675.0,31.47784669256709
958,광주신세계,2014,652758688.0,34.89,42236355.0,25.31,65.11,9.85,20.62,204820461.0,31.377669078224507
959,광주신세계,2015,659495158.0,33.09,45901413.0,26.68,66.91,9.77,22.35,205331892.0,31.134708042845098
960,광주신세계,2016,655502726.0,32.8,45554028.0,26.64,67.2,8.88,21.65,210423594.0,32.10110128512265
961,광주신세계,2017,655018971.0,12.01,47846191.0,38.99,87.99,8.59,35.46,134915460.0,20.597183589053635
962,광주신세계,2018,696204982.0,13.11,45093180.0,37.03,86.89,7.52,33.35,135213362.0,19.421487276860653
963,국도화학,2010,573061808.0,89.05,32172760.0,5.77,10.95,N/A(IFRS),4.02,799752119.0,139.55774191114827
964,국도화학,2011,567444580.0,91.34,24928454.0,4.32,8.66,8.21,2.85,874826284.0,154.1694669107598
965,국도화학,2012,547775296.0,90.07,29920111.0,4.82,9.93,9.17,3.56,841385314.0,153.60044896949861
966,국도화학,2013,590442007.0,90.12,31387225.0,4.45,9.88,8.97,3.44,911946964.0,154.45157241327513
967,국도화학,2014,637431455.0,91.22,20935128.0,3.23,8.78,5.64,2.14,977957815.0,153.42164358676024
968,국도화학,2015,681283306.0,86.3,56315040.0,7.71,13.7,13.91,5.57,1011877773.0,148.52525580598916
969,국도화학,2016,682784695.0,89.42,26558800.0,3.88,10.58,6.06,2.79,952633436.0,139.5217911262642
970,국도화학,2017,788549500.0,88.35,42033007.0,5.25,11.65,9.20,3.91,1075981117.0,136.45067519540626
971,국도화학,2018,854418441.0,88.92,46630413.0,5.36,11.08,9.64,3.64,1280615690.0,149.8815601991437
972,국동,2010,59231420.0,86.03,-1206307.0,1.13,13.97,N/A(IFRS),-0.79,152156795.0,256.88527305271424
973,국동,2011,68162305.0,86.96,-7212195.0,0.17,13.04,-686.46,-4.67,154293577.0,226.36202957044955
974,국동,2012,65808287.0,81.58,5142066.0,4.92,18.42,67.43,3.72,138172746.0,209.96253253028758
975,국동,2013,73040609.0,83.58,4009323.0,3.73,16.42,32.29,2.71,147860227.0,202.43564371156873
976,국동,2014,89271398.0,82.35,8898694.0,5.45,17.65,40.40,4.78,186086561.0,208.45037175288775
977,국동,2015,93758552.0,82.56,5235608.0,5.08,17.44,17.49,3.07,170296068.0,181.63257043474817
978,국동,2016,124126720.0,81.4,6208749.0,5.35,18.6,14.97,3.15,197368723.0,159.0058312988533
979,국동,2017,106307080.0,85.17,-8967738.0,-3.06,14.83,-19.01,-4.68,191602989.0,180.2353982444067
980,국동,2018,123134702.0,83.37,2111761.0,2.62,16.63,4.64,0.96,219550054.0,178.30071493574573
981,국보,2010,96639836.0,91.23,914491.0,2.19,8.77,N/A(IFRS),0.77,118744324.0,122.87306033921664
982,국보,2011,98869465.0,92.99,-37903.0,0.57,7.01,-0.11,-0.03,130636214.0,132.12998977995886
983,국보,2012,98494841.0,92.18,-874559.0,1.12,7.82,-2.56,-0.71,122343037.0,124.21263464956505
984,국보,2013,98315386.0,91.29,-3846673.0,0.76,8.71,-12.10,-3.55,108340300.0,110.19668884786762
985,국보,2014,91005502.0,93.88,-6999514.0,-2.47,6.12,-26.72,-7.18,97520169.0,107.15854190881777
986,국보,2015,83085438.0,93.59,-4043773.0,-2.69,6.41,-19.71,-4.41,91618545.0,110.27027985337214
987,국보,2016,81308887.0,91.14,-4187272.0,0.23,8.86,-24.86,-4.79,87333326.0,107.4093241492778
988,국보,2017,73270170.0,92.44,-2889794.0,-5.03,7.56,-17.45,-3.69,78255522.0,106.80406773998203
989,국보,2018,48188113.0,94.95,-3999572.0,-7.40,5.05,-25.59,-5.59,71549828.0,148.48024449515174
990,국제약품,2010,142910369.0,55.69,4279060.0,6.25,44.31,N/A(IFRS),3.24,132045610.0,92.39750126178738
991,국제약품,2011,141614775.0,57.28,969526.0,2.48,42.72,1.30,0.92,104857016.0,74.04383899914399
992,국제약품,2012,114924400.0,64.97,-18940026.0,-11.60,35.03,-29.11,-14.94,126768061.0,110.30561047088348
993,국제약품,2013,117430860.0,60.34,1671940.0,0.87,39.66,2.94,1.39,120461297.0,102.58061381820758
994,국제약품,2014,117508309.0,61.47,-6917252.0,-1.16,38.53,-12.67,-5.65,122426377.0,104.18529382462647
995,국제약품,2015,136643778.0,55.14,-5884459.0,1.78,44.86,-9.86,-5.00,117636992.0,86.09026603465253
996,국제약품,2016,129455413.0,55.44,798939.0,3.29,44.56,1.18,0.66,120684006.0,93.22437988745979
997,국제약품,2017,131646346.0,58.26,1038655.0,2.08,41.74,1.54,0.84,123310224.0,93.66779082497284
998,국제약품,2018,126234896.0,54.67,2182873.0,3.05,45.33,3.20,2.03,107681163.0,85.30221548247641
999,그린케미칼,2010,109288365.0,87.38,12966678.0,9.39,12.62,N/A(IFRS),7.67,169133468.0,154.75889679564702
1000,그린케미칼,2011,129851420.0,89.57,10943454.0,7.21,10.43,12.75,6.17,177400003.0,136.61768427330253
1001,그린케미칼,2012,158667057.0,90.85,11700487.0,6.48,9.15,12.39,5.39,217154053.0,136.86146141854763
1002,그린케미칼,2013,162058008.0,92.21,10700909.0,4.82,7.79,10.45,4.40,242992607.0,149.941746167829
1003,그린케미칼,2014,196396573.0,91.4,12980074.0,5.65,8.6,11.69,5.16,251617414.0,128.117008436802
1004,그린케미칼,2015,218566708.0,94.91,3536460.0,1.38,5.09,3.05,1.61,219885612.0,100.60343316329767
1005,그린케미칼,2016,206368678.0,94.56,2874117.0,1.67,5.44,2.48,1.18,243610800.0,118.04640237119706
1006,그린케미칼,2017,195270243.0,94.77,2522644.0,1.39,5.23,2.24,0.99,253655651.0,129.89979789188874
1007,그린케미칼,2018,189074022.0,95.51,2513016.0,1.32,4.49,2.32,0.99,254122105.0,134.40350097381437
1008,극동유화,2010,160907229.0,87.74,8999864.0,4.97,12.26,N/A(IFRS),3.64,247538448.0,153.83923366177663
1009,극동유화,2011,195932757.0,89.3,9175401.0,4.41,10.7,10.43,2.91,315587653.0,161.06936779335985
1010,극동유화,2012,197891858.0,88.22,11920876.0,5.32,11.78,12.17,3.58,333186945.0,168.36819279345997
1011,극동유화,2013,195573225.0,86.81,12941370.0,5.91,13.19,11.94,4.23,306046653.0,156.48698997523817
1012,극동유화,2014,188576260.0,87.87,9300068.0,4.46,12.13,7.98,3.19,291576813.0,154.62010594546734
1013,극동유화,2015,187471506.0,84.37,14487630.0,6.90,15.63,11.58,5.53,262018391.0,139.76438158020665
1014,극동유화,2016,191718877.0,84.01,13985965.0,7.20,15.99,10.34,6.05,231166634.0,120.57583354194172
1015,극동유화,2017,268503821.0,92.61,15103874.0,2.78,7.39,10.48,3.08,490067711.0,182.5179653588617
1016,극동유화,2018,280142460.0,94.52,16292225.0,2.23,5.48,10.57,1.96,830880010.0,296.59195896259354
1017,금강공업,2010,408880482.0,83.21,8210115.0,5.22,16.79,N/A(IFRS),2.91,282283135.0,69.03805572211196
1018,금강공업,2011,431242593.0,86.31,210436.0,2.89,13.69,0.11,0.07,305228403.0,70.77881636798338
1019,금강공업,2012,656552491.0,85.02,15148563.0,4.55,14.98,6.97,2.20,688711909.0,104.89822496157433
1020,금강공업,2013,675454670.0,84.41,18468245.0,4.61,15.59,7.40,2.66,694265027.0,102.7848437260786
1021,금강공업,2014,723147129.0,83.81,23066991.0,6.22,16.19,8.67,3.50,658637489.0,91.07932018077611
1022,금강공업,2015,678340605.0,81.9,7634880.0,5.70,18.1,2.80,1.35,565957188.0,83.4325976992045
1023,금강공업,2016,710805610.0,77.82,35763918.0,9.34,22.18,12.44,5.93,603160426.0,84.85588992467294
1024,금강공업,2017,756422311.0,79.47,26631679.0,7.50,20.53,8.38,4.34,613247470.0,81.07210232724084
1025,금강공업,2018,852848677.0,81.97,14872445.0,4.46,18.03,4.34,2.62,567908394.0,66.5895849188261
1026,금비,2010,94514466.0,76.28,1253313.0,1.56,23.72,1.59,1.72,72690887.0,76.90980024158418
1027,금비,2011,215118770.0,77.38,5926611.0,4.46,22.62,N/A(IFRS),3.25,182184368.0,84.69013094487292
1028,금비,2012,215481348.0,79.22,2324776.0,3.46,20.78,1.82,1.32,176226095.0,81.78252857412048
1029,금비,2013,209837389.0,80.53,1899708.0,3.47,19.47,1.49,1.09,175061513.0,83.42722611745803
1030,금비,2014,220865299.0,80.94,3097739.0,3.12,19.06,2.40,1.75,177506459.0,80.3686499435115
1031,금비,2015,231838031.0,76.84,7665205.0,8.06,23.16,5.69,4.05,189495056.0,81.73596677932449
1032,금비,2016,250604972.0,73.69,13187315.0,9.97,26.31,9.23,6.58,200543667.0,80.02381812281043
1033,금비,2017,247008401.0,76.81,6646301.0,6.29,23.19,4.48,3.58,185531452.0,75.11139347847525
1034,금비,2018,252892158.0,77.69,10167339.0,6.45,22.31,6.64,5.16,196995589.0,77.89707302825894
1035,금양,2010,109120107.0,84.48,530149.0,3.02,15.52,N/A(IFRS),0.52,102718517.0,94.13344600184456
1036,금양,2011,130817841.0,84.05,2964115.0,5.18,15.95,6.86,2.70,109810009.0,83.94115677233964
1037,금양,2012,127557393.0,83.38,3717420.0,5.38,16.62,8.20,3.02,122905331.0,96.3529656019232
1038,금양,2013,147115126.0,86.9,719232.0,3.61,13.1,1.58,0.46,156304448.0,106.24634750338318
1039,금양,2014,160244911.0,87.33,-111826.0,3.26,12.67,-0.25,-0.07,158550531.0,98.94263100810733
1040,금양,2015,165405931.0,85.59,14474633.0,4.31,14.41,28.26,9.10,158999533.0,96.12686318968817
1041,금양,2016,178901902.0,81.53,-20526295.0,7.19,18.47,-44.41,-12.17,168681746.0,94.28728488308637
1042,금양,2017,196084032.0,80.34,18645438.0,7.29,19.66,40.50,10.34,180373683.0,91.98795085976201
1043,금양,2018,204777156.0,80.32,20253300.0,6.58,19.68,29.56,9.86,205441375.0,100.32436186387899
1044,금호건설,2010,6308415569.0,94.41,81242306.0,0.37,5.59,N/A(IFRS),4.24,1918345074.0,30.40930092536838
1045,금호건설,2011,3681191103.0,91.6,-49517847.0,3.05,8.4,-22.31,-2.94,1684784528.0,45.76737476701437
1046,금호건설,2012,1932235236.0,92.93,-727923205.0,-10.99,7.07,"-1,073.03",-48.53,1499864342.0,77.62327868033972
1047,금호건설,2013,1766377953.0,92.6,52624235.0,4.10,7.4,62.76,3.67,1434495416.0,81.21112548781907
1048,금호건설,2014,1504368052.0,93.56,105802212.0,2.61,6.44,46.60,6.94,1523544063.0,101.274688795372
1049,금호건설,2015,1310031833.0,94.35,-6109525.0,1.36,5.65,-2.07,-0.40,1530988130.0,116.86648304522535
1050,금호건설,2016,1274602780.0,92.32,36036543.0,3.09,7.68,11.98,2.66,1353709568.0,106.20638753039593
1051,금호건설,2017,1284875517.0,91.6,95278014.0,2.39,8.4,27.07,7.34,1297945639.0,101.01722865966944
1052,금호건설,2018,1182209922.0,92.77,-470572.0,3.07,7.23,-0.13,-0.03,1376712465.0,116.45245394920649
1053,금호석유,2010,4120898122.0,85.41,345969033.0,11.30,14.59,N/A(IFRS),6.98,4957000454.0,120.28932303704256
1054,금호석유,2011,4714232584.0,83.79,543769089.0,12.99,16.21,44.39,8.42,6457354166.0,136.97572300348767
1055,금호석유,2012,4410738573.0,93.15,126109125.0,3.80,6.85,7.84,2.14,5883690067.0,133.39466780045774
1056,금호석유,2013,4211638504.0,93.87,-42712971.0,2.62,6.13,-2.65,-0.83,5132132486.0,121.85595893678342
1057,금호석유,2014,4437304355.0,92.72,88334748.0,3.88,7.28,5.52,1.85,4765671058.0,107.40013929019752
1058,금호석유,2015,4210555636.0,91.51,121866343.0,4.17,8.49,7.37,3.10,3934509038.0,93.44393895095891
1059,금호석유,2016,4546113636.0,91.61,80764817.0,3.96,8.39,4.76,2.03,3970435497.0,87.33691708800919
1060,금호석유,2017,4579813618.0,91.54,217647432.0,5.19,8.46,11.81,4.30,5064779318.0,110.58920166737667
1061,금호석유,2018,4616720748.0,86.92,503082598.0,9.93,13.08,23.37,9.01,5584910609.0,120.97137587148687
1062,금호전기,2010,528240369.0,77.86,6212658.0,8.19,22.14,N/A(IFRS),1.63,380501651.0,72.03191450897991
1063,금호전기,2011,549343934.0,79.99,308307.0,1.65,20.01,0.11,0.10,315293392.0,57.39453418630085
1064,금호전기,2012,509300064.0,88.98,-67108708.0,-3.75,11.02,-27.60,-17.67,379789500.0,74.57087223142386
1065,금호전기,2013,532674472.0,88.93,-18056370.0,-1.18,11.07,-8.98,-4.67,386720348.0,72.59975244317697
1066,금호전기,2014,515679906.0,88.03,-4626424.0,1.08,11.97,-2.43,-1.03,447530899.0,86.7846301151009
1067,금호전기,2015,475649784.0,89.82,-56359653.0,-3.18,10.18,-30.01,-14.22,396261336.0,83.30947460285192
1068,금호전기,2016,460497632.0,87.74,-17415921.0,1.78,12.26,-10.21,-4.19,415189782.0,90.16111118677804
1069,금호전기,2017,409873260.0,81.81,-20183319.0,-7.64,18.19,-13.53,-19.91,101392287.0,24.73747299348096
1070,금호전기,2018,170295317.0,94.44,-20930538.0,-38.16,5.56,-24.20,-32.90,63614899.0,37.35563615058187
1071,기신정기,2010,198468877.0,73.39,14370127.0,16.87,26.61,N/A(IFRS),14.84,96807290.0,48.77706341836156
1072,기신정기,2011,204267235.0,75.34,8545054.0,15.94,24.66,4.50,8.50,100588757.0,49.243706167560354
1073,기신정기,2012,220712407.0,74.38,16144408.0,16.87,25.62,8.18,14.19,113782280.0,51.5522808828776
1074,기신정기,2013,230626359.0,72.97,19692368.0,18.12,27.03,9.42,16.53,119141847.0,51.66011704672492
1075,기신정기,2014,243973939.0,73.78,18078959.0,16.91,26.22,8.12,14.74,122691701.0,50.288855237116124
1076,기신정기,2015,242279207.0,77.92,3092936.0,11.64,22.08,1.35,2.74,112914455.0,46.60509517021822
1077,기신정기,2016,235954859.0,77.68,876984.0,9.41,22.32,0.39,0.81,107804655.0,45.68867768050498
1078,기신정기,2017,240439615.0,80.72,9674785.0,4.61,19.28,4.29,9.09,106415944.0,44.25890633704434
1079,기신정기,2018,245756157.0,80.99,15063123.0,8.65,19.01,6.52,12.66,118992210.0,48.41881133419579
1080,기아,2010,26275144000.0,77.89,2698330000.0,6.61,22.11,N/A(IFRS),7.53,35826955000.0,136.35303007283233
1081,기아,2011,30255179000.0,76.73,3519236000.0,8.10,23.27,29.63,8.15,43190942000.0,142.7555328626547
1082,기아,2012,32398314000.0,77.34,3864704000.0,7.46,22.66,25.46,8.18,47242933000.0,145.8191095993452
1083,기아,2013,36182040000.0,78.81,3817059000.0,6.67,21.19,20.58,8.02,47597897000.0,131.55117013855494
1084,기아,2014,41044202000.0,80.16,2993593000.0,5.46,19.84,14.01,6.36,47097049000.0,114.74714260494088
1085,기아,2015,45980113000.0,80.07,2630600000.0,4.75,19.93,11.27,5.31,49521447000.0,107.70188189837637
1086,기아,2016,50889260000.0,80.21,2754640000.0,4.67,19.79,10.85,5.23,52712906000.0,103.58355770942632
1087,기아,2017,52294438000.0,83.34,968018000.0,1.24,16.66,3.62,1.81,53535680000.0,102.37356408725533
1088,기아,2018,51786605000.0,85.25,1155943000.0,2.14,14.75,4.27,2.13,54169813000.0,104.60197767357022
1089,까뮤이앤씨,2010,353998983.0,89.09,1651183.0,6.97,10.91,N/A(IFRS),0.75,219370206.0,61.96916277581509
1090,까뮤이앤씨,2011,248885092.0,120.22,-115818356.0,-134.06,-20.22,-110.63,-128.62,90048208.0,36.180635519945085
1091,까뮤이앤씨,2012,205728744.0,92.38,-3424003.0,4.77,7.62,-7.69,-3.76,90976586.0,44.22162126260781
1092,까뮤이앤씨,2013,167635146.0,95.78,-12045286.0,-1.30,4.22,-31.40,-14.41,83568532.0,49.851438671458546
1093,까뮤이앤씨,2014,129647729.0,93.38,2285412.0,2.31,6.62,6.58,1.85,123567918.0,95.31051484904914
1094,까뮤이앤씨,2015,129465385.0,91.81,5169039.0,3.04,8.19,12.69,3.90,132370311.0,102.24378585828174
1095,까뮤이앤씨,2016,142978398.0,92.0,3256253.0,3.18,8.0,6.72,2.33,139708060.0,97.71270482412315
1096,까뮤이앤씨,2017,139937930.0,89.05,8436815.0,5.86,10.95,15.31,4.90,172176860.0,123.03802121411971
1097,까뮤이앤씨,2018,142240175.0,89.86,1738796.0,3.48,10.14,2.93,1.50,116296828.0,81.76088647247516
1098,깨끗한나라,2010,427594954.0,85.29,4083599.0,2.51,14.71,N/A(IFRS),0.79,516241542.0,120.73143922086602
1099,깨끗한나라,2011,442025037.0,84.77,1186614.0,2.13,15.23,1.14,0.20,587818671.0,132.98311674594126
1100,깨끗한나라,2012,423872333.0,83.07,14372455.0,2.67,16.93,12.98,2.27,633378794.0,149.426783653747
1101,깨끗한나라,2013,449967450.0,81.39,16070007.0,3.22,18.61,10.89,2.48,647438803.0,143.88569728765935
1102,깨끗한나라,2014,469789736.0,82.65,2634568.0,1.07,17.35,1.47,0.40,656459355.0,139.73471634126975
1103,깨끗한나라,2015,519111847.0,83.08,-1409118.0,0.58,16.92,-0.73,-0.21,678615391.0,130.7262384632112
1104,깨끗한나라,2016,522464181.0,80.82,7627494.0,2.60,19.18,3.68,1.08,706033015.0,135.1351998233923
1105,깨끗한나라,2017,573112630.0,85.9,-22191343.0,-3.83,14.1,-11.13,-3.36,659937159.0,115.14964501829247
1106,깨끗한나라,2018,599409867.0,91.75,-33648698.0,-4.67,8.25,-18.55,-5.37,626328188.0,104.49080378585091
1107,남선알미늄,2010,210642148.0,89.97,7094295.0,1.83,10.03,N/A(IFRS),2.62,270881073.0,128.5977548045133
1108,남선알미늄,2011,259574975.0,91.31,24748177.0,1.38,8.69,42.18,8.18,302410988.0,116.50236622386268
1109,남선알미늄,2012,236720122.0,92.16,-16536943.0,-1.27,7.84,-24.40,-5.36,308547177.0,130.34260644728798
1110,남선알미늄,2013,237576875.0,88.41,9655705.0,3.85,11.59,14.61,2.73,353378515.0,148.74280798583618
1111,남선알미늄,2014,240321965.0,88.61,17604236.0,4.08,11.39,22.24,5.16,341293036.0,142.0149156986129
1112,남선알미늄,2015,286102329.0,87.45,14881686.0,4.88,12.55,15.62,4.25,350317585.0,122.44485608504081
1113,남선알미늄,2016,283413750.0,88.26,20399638.0,6.03,11.74,18.08,5.09,400734305.0,141.3955056873564
1114,남선알미늄,2017,284649401.0,88.95,21742400.0,5.18,11.05,16.08,5.43,400667879.0,140.75837770689705
1115,남선알미늄,2018,303023071.0,89.97,25220519.0,2.71,10.03,15.94,7.25,347834921.0,114.78826343225859
1116,남성,2010,223930134.0,78.42,-807905.0,2.37,21.58,N/A(IFRS),-1.05,77176415.0,34.4645062374678
1117,남성,2011,222934371.0,77.89,-1822084.0,-0.31,22.11,-2.04,-2.75,66156225.0,29.675202035131676
1118,남성,2012,221414593.0,75.63,-6862343.0,-0.05,24.37,-8.25,-10.09,68020409.0,30.720833743781288
1119,남성,2013,200078722.0,75.85,-732650.0,2.80,24.15,-0.93,-1.00,73072002.0,36.52162572289921
1120,남성,2014,195514519.0,74.7,-3975359.0,2.29,25.3,-5.27,-5.76,69059783.0,35.32207395809822
1121,남성,2015,201740627.0,74.6,-520743.0,3.67,25.4,-0.73,-0.69,75864783.0,37.60510915830553
1122,남성,2016,204535206.0,73.54,1327730.0,5.45,26.46,1.84,1.59,83724292.0,40.93392704236942
1123,남성,2017,203435953.0,72.92,1356665.0,7.84,27.08,1.69,1.47,91991880.0,45.219086716692594
1124,남성,2018,205083689.0,77.1,-3576375.0,1.17,22.9,-4.20,-4.30,83251810.0,40.59406694210577
1125,남양유업,2010,932666675.0,69.66,89974749.0,6.50,30.34,N/A(IFRS),8.75,1028522801.0,110.27764029415977
1126,남양유업,2011,1012073856.0,69.82,47976490.0,4.49,30.18,6.00,3.89,1232847993.0,121.81403419238211
1127,남양유업,2012,1033300099.0,69.66,61072044.0,4.67,30.34,7.23,4.47,1365023790.0,132.10332519284893
1128,남양유업,2013,975490562.0,74.29,-45539806.0,-1.42,25.71,-5.37,-3.70,1229857086.0,126.07575448792502
1129,남양유업,2014,963217255.0,74.52,164295.0,-2.26,25.48,0.02,0.01,1151706220.0,119.56868650572503
1130,남양유업,2015,994148527.0,71.94,26656983.0,1.66,28.06,3.19,2.19,1215045620.0,122.21972743515417
1131,남양유업,2016,1041501794.0,72.81,37176242.0,3.38,27.19,4.28,3.00,1239168204.0,118.97897931033232
1132,남양유업,2017,1035687034.0,74.23,5020771.0,0.44,25.77,0.56,0.43,1166971936.0,112.67611717537443
1133,남양유업,2018,1052659644.0,75.06,2015324.0,0.80,24.94,0.23,0.19,1079745260.0,102.57306491745778
