종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조,종목코드,시장구분,업종명,시가총액
기신정기,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92440,KOSPI,기계,87600000000.0
기아,5.0,7.0,8.0,3.0,5.0,7.0,8.0,3.0,6.0,7.0,7.0,5.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,1.0,1.0,0.0,1.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,270,KOSPI,운수장비,46275287765300.0
기업은행,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24110,KOSPI,은행,10876888853160.0
까뮤이앤씨,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13700,KOSPI,건설업,70753622760.0
깨끗한나라,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,-1.0,1.0,-1.0,-1.0,-2.0,-3.0,0.0,-2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,4540,KOSPI,종이목재,82115728065.0
남광토건,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,-2.0,-4.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,1260,KOSPI,건설업,60666969240.0
남선알미늄,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,-2.0,0.0,-1.0,0.0,-2.0,-2.0,-4.0,-2.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0,8350,KOSPI,철강금속,242668689200.0
남성,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4270,KOSPI,유통업,65797494720.0
남양유업,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,3.0,5.0,6.0,1.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,1.0,3.0,1.0,0.0,-3.0,-1.0,0.0,-5.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3920,KOSPI,음식료품,361440000000.0
남해화학,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25860,KOSPI,화학,356694092740.0
넥센,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5720,KOSPI,화학,223278384090.0
넥센타이어,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2350,KOSPI,화학,899521147170.0
넷마블,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,6.0,5.0,6.0,1.0,6.0,7.0,5.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,-1.0,2.0,0.0,-2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,251270,KOSPI,서비스업,5036875217200.0
노루페인트,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,90350,KOSPI,화학,181400000000.0
노루홀딩스,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,320,KOSPI,기타금융,149658360260.0
녹십자,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6280,KOSPI,의약품,1308892256000.0
녹십자홀딩스,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,5.0,1.0,3.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5250,KOSPI,서비스업,738813179100.0
농심,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,3.0,5.0,7.0,1.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,5.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-4.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4370,KOSPI,음식료품,2405684911000.0
농심홀딩스,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,3.0,5.0,6.0,3.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,1.0,0.0,-3.0,0.0,-1.0,-3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,72710,KOSPI,기타금융,304239024000.0
다스코,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,6.0,5.0,3.0,5.0,6.0,0.0,2.0,-2.0,0.0,-4.0,-4.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,58730,KOSPI,기계,65852614695.0
다올투자증권,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,7.0,6.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30210,KOSPI,증권,187910762010.0
다우기술,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,3.0,6.0,7.0,3.0,6.0,5.0,7.0,6.0,5.0,3.0,6.0,5.0,1.0,2.0,1.0,1.0,-3.0,1.0,0.0,-3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,23590,KOSPI,서비스업,847979061300.0
다이나믹디자인,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,145210,KOSPI,기계,120069585420.0
대교,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,1.0,6.0,6.0,6.0,1.0,6.0,7.0,6.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19680,KOSPI,서비스업,209639553750.0
대구백화점,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,6.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,-2.0,0.0,-5.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,6370,KOSPI,유통업,78132031420.0
대덕,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8060,KOSPI,기타금융,207746619500.0
대덕전자,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,,,,,,,,,-,-,-,-,-,-,-,-,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,353200,KOSPI,전기전자,1129176736250.0
대동,3.0,5.0,7.0,1.0,3.0,5.0,7.0,1.0,1.0,3.0,3.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,-5.0,-2.0,-2.0,-5.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,490,KOSPI,기계,302817706280.0
대동전자,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,3.0,0.0,-2.0,0.0,3.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,8110,KOSPI,전기전자,117283197460.0
대림비앤코,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,
대림통상,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6570,KOSPI,기계,44761500000.0
대상,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,6.0,5.0,5.0,6.0,5.0,2.0,2.0,2.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1680,KOSPI,음식료품,758791747500.0
대상홀딩스,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,6.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84690,KOSPI,기타금융,320843086680.0
대성산업,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,3.0,-2.0,-2.0,0.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,128820,KOSPI,유통업,169633042500.0
대성에너지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,-1.0,0.0,-2.0,-4.0,0.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,117580,KOSPI,전기가스업,244750000000.0
대성홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,5.0,3.0,6.0,5.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,16710,KOSPI,서비스업,144322447230.0
대신증권,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,8.0,7.0,5.0,1.0,6.0,6.0,2.0,4.0,2.0,1.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3540,KOSPI,증권,767693808000.0
대양금속,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9190,KOSPI,철강금속,76862071306.0
대영포장,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,0.0,-2.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14160,KOSPI,종이목재,140370940955.0
대우건설,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,1.0,-1.0,2.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,47040,KOSPI,건설업,1541959986980.0
대우부품,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9320,KOSPI,운수장비,68428080760.0
대웅,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0,5.0,1.0,6.0,5.0,3.0,3.0,6.0,3.0,2.0,-2.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3090,KOSPI,의약품,1054695517200.0
대웅제약,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,3.0,1.0,5.0,5.0,6.0,5.0,6.0,6.0,-3.0,-4.0,-1.0,-1.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,69620,KOSPI,의약품,1283792510000.0
대원강업,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,6.0,5.0,0.0,0.0,-3.0,1.0,-2.0,-2.0,-2.0,-3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,430,KOSPI,운수장비,341000000000.0
대원전선,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6340,KOSPI,전기전자,170555945580.0
대원제약,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,6.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3220,KOSPI,의약품,337956654620.0
대원화성,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,-1.0,-1.0,0.0,0.0,-4.0,-2.0,-2.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,24890,KOSPI,화학,70618548224.0
대유에이텍,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,-2.0,0.0,-4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2880,KOSPI,운수장비,54643759380.0
대유플러스,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,300,KOSPI,전기전자,30475633069.0
대창,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,6.0,5.0,3.0,0.0,-1.0,0.0,0.0,-2.0,-4.0,-2.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,12800,KOSPI,철강금속,137348731993.0
대창단조,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,0.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,15230,KOSPI,운수장비,166290378600.0
대한방직,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1070,KOSPI,섬유의복,34768000000.0
대한유화,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,0.0,-1.0,-1.0,3.0,-2.0,0.0,0.0,-5.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6650,KOSPI,화학,869050000000.0
대한전선,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,6.0,6.0,1.0,2.0,2.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1440,KOSPI,전기전자,2321268885000.0
대한제강,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,-1.0,0.0,0.0,-4.0,-4.0,-4.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,84010,KOSPI,철강금속,325928406240.0
대한제당,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,6.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,1.0,-4.0,-4.0,-2.0,-3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1790,KOSPI,음식료품,278059398000.0
대한제분,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0,2.0,0.0,-2.0,3.0,-4.0,0.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130,KOSPI,음식료품,221897000000.0
대한항공,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3490,KOSPI,운수창고업,7640578715750.0
대한해운,3.0,5.0,6.0,1.0,3.0,5.0,6.0,1.0,3.0,3.0,6.0,3.0,5.0,1.0,5.0,6.0,5.0,3.0,5.0,5.0,0.0,-2.0,0.0,1.0,-2.0,2.0,1.0,-3.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,5880,KOSPI,운수창고업,576753670220.0
대한화섬,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,6.0,6.0,3.0,5.0,6.0,3.0,3.0,0.0,0.0,3.0,-3.0,-2.0,-3.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,3830,KOSPI,화학,143822400000.0
대현,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,5.0,6.0,3.0,1.0,3.0,5.0,2.0,0.0,2.0,1.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16090,KOSPI,섬유의복,84667776720.0
대호에이엘,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-2.0,-4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,69460,KOSPI,철강금속,75582738624.0
더블유게임즈,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,6.0,6.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192080,KOSPI,서비스업,900678461400.0
더존비즈온,3.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,0.0,0.0,-1.0,0.0,-4.0,-2.0,-2.0,-4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12510,KOSPI,서비스업,1637632057600.0
덕성,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,3.0,6.0,-2.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-3.0,2.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,4830,KOSPI,화학,125440000000.0
덕양산업,3.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24900,KOSPI,운수장비,169989195600.0
덴티움,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,6.0,3.0,1.0,3.0,6.0,2.0,0.0,2.0,0.0,-4.0,0.0,-2.0,-5.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,145720,KOSPI,의료정밀,1516429710000.0
도화엔지니어링,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,3.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,-3.0,-4.0,-2.0,-3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2150,KOSPI,서비스업,251214000000.0
동국홀딩스,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1230,KOSPI,철강금속,263944008900.0
동남합성,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,23450,KOSPI,화학,108500000000.0
동방,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,5.0,3.0,5.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4140,KOSPI,운수창고업,106497320520.0
동방아그로,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7590,KOSPI,화학,85654559330.0
동부건설,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,1.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-4.0,1.0,0.0,0.0,5.0,-3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5960,KOSPI,건설업,113919159495.0
동서,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26960,KOSPI,유통업,1847441000000.0
동성제약,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,6.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2210,KOSPI,의약품,136769082800.0
동성케미컬,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,102260,KOSPI,서비스업,223603776000.0
동아쏘시오홀딩스,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,3.0,7.0,7.0,1.0,3.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,640,KOSPI,기타금융,721871408100.0
동아에스티,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,1.0,6.0,7.0,1.0,5.0,2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,170900,KOSPI,의약품,611348922400.0
동아지질,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,-2.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28100,KOSPI,건설업,172707019340.0
